,t_winter,t_spring,t_summer,t_fall,p_winter,p_spring,p_summer,p_fall
1411,12.542921,18.595278,29.150772,22.094648,7.3489976,2.3161023,0.13786632,1.4511861
1412,10.9751625,16.964128,27.5145,20.448303,9.172588,2.9417212,0.26095608,1.9893174
1413,10.4022045,16.197712,26.978594,19.922127,10.488289,3.3784637,0.33733386,2.279502
1414,9.13668,14.8152075,25.65961,18.610527,11.7797785,3.7311652,0.4470441,2.781771
1415,8.666855,13.74055,24.800623,17.899645,11.764955,3.8396606,0.59370106,2.9273674
1416,6.7395964,11.549324,22.684095,15.906896,10.9364805,3.728574,0.80541164,2.883864
1417,4.7837043,9.526965,20.71534,13.905213,10.314901,3.6783025,0.78085446,2.905859
1418,3.9931126,8.81124,20.218447,13.120897,10.599974,3.7494478,0.83886623,3.0229695
1419,2.7598538,8.075848,19.639753,11.998681,11.844074,3.928543,0.8842158,3.2683396
1420,0.53026205,6.894156,18.511662,10.095897,11.701912,3.3738015,1.0875266,3.5220199
1421,-0.8516631,6.131464,17.634672,8.787814,7.871502,2.0143726,0.97538453,2.4917917
1422,1.415684,8.773331,20.162025,11.174182,5.785827,1.349885,0.8245192,1.7350912
1423,-2.6805968,4.741857,16.03353,7.1646667,7.0657825,1.7150762,0.9170033,1.9741466
1424,13.045375,14.849566,19.217312,17.80381,14.962302,3.1320302,0.3592634,2.8525193
1425,12.060705,14.066146,18.605528,17.007565,21.27493,4.3497553,0.42675936,3.6790142
1426,12.285667,15.9843235,21.915344,18.740887,16.105614,3.3968117,0.3241968,3.0556045
1427,12.786463,17.5785,24.278896,20.180874,13.002062,2.7611694,0.20104751,2.667174
1428,13.591225,18.50928,25.359547,21.126963,10.956617,2.2918072,0.21850388,2.204123
1429,12.522753,17.320591,24.360598,20.102516,12.494796,2.5446124,0.21562874,2.3819425
1430,12.235481,17.115473,25.194778,20.155838,12.297808,2.4391108,0.19985424,2.2950811
1431,13.256516,17.91165,26.86552,21.492664,10.251288,2.0677016,0.13133034,2.000525
1432,12.1862545,17.42186,26.363365,20.702194,10.056757,2.0460873,0.15888622,1.8218435
1433,12.193759,18.205936,27.705673,21.385489,8.426124,1.5947247,0.14803953,1.286696
1434,11.9390955,18.58028,28.072178,21.444653,7.358336,1.5075061,0.088708945,1.187144
1435,13.652464,20.190506,29.793777,23.27364,5.163193,1.5884895,0.08689775,0.9470339
1436,13.994677,20.106844,30.537313,23.57651,5.3309164,1.7883581,0.06527409,0.73331696
1437,13.734821,19.519117,30.350353,23.180044,6.0346932,2.033495,0.06572886,0.9049321
1438,12.927532,18.527122,29.612358,22.274977,7.649479,2.5250144,0.12279366,1.5609791
1439,11.427944,17.033394,28.123894,20.825947,9.194063,3.0379858,0.25901946,2.2128353
1440,9.47979,15.140735,26.1487,18.931446,11.471649,3.7082183,0.47688654,2.7355185
1441,8.269169,13.606863,24.709797,17.6601,11.940282,3.8618731,0.5619947,2.91751
1442,7.3419495,12.251821,23.377756,16.568737,11.042351,3.6169097,0.80430686,2.8459036
1443,5.68373,10.43241,21.589045,14.853939,11.782377,3.9211044,0.88714004,3.0614498
1444,4.332511,9.000633,20.338036,13.467277,10.99185,3.7728283,0.92315096,3.0384057
1445,2.9823916,7.89079,19.37436,12.167478,11.300436,4.1879926,0.89220774,3.3474202
1446,1.5646058,7.0976124,18.716816,10.831516,12.214112,4.692084,1.084974,3.3718953
1447,2.3076532,8.678269,20.410439,11.688853,7.5524282,2.2643845,0.78560776,2.234728
1448,3.4379005,10.420691,22.150497,12.935956,4.8005233,1.2932206,0.7388207,1.5114706
1449,4.698783,12.062734,23.725079,14.2815275,3.8709588,1.0108483,0.70961905,1.1127558
1450,12.509464,15.555824,21.169973,18.456306,14.81663,3.1278038,0.2776364,2.7399955
1451,11.743614,15.519027,21.836414,18.386883,16.063625,3.265098,0.2822756,2.8309937
1452,11.740796,16.334797,23.404024,19.156593,13.958019,3.048403,0.25037405,2.9497862
1453,13.048913,18.020966,25.217865,20.731407,11.983957,2.559799,0.19668801,2.3984604
1454,12.684529,17.7861,25.02354,20.440119,11.517509,2.396983,0.19765437,2.2857616
1455,11.431045,16.410936,24.118916,19.285631,13.548245,2.5843887,0.22467008,2.3431418
1456,10.934261,15.958139,24.525158,19.046343,12.603013,2.5005677,0.19148682,2.3071408
1457,12.568594,17.639826,26.559155,20.893545,9.988163,2.0328653,0.14745247,1.9059052
1458,12.596312,17.98443,27.162338,21.21774,8.773778,1.8158126,0.10956879,1.6366855
1459,11.35273,17.45517,27.175692,20.587866,9.772188,1.8725199,0.14799085,1.5894245
1460,12.518544,19.165438,28.869776,22.04776,6.403616,1.3513418,0.08980473,1.159541
1461,13.075192,19.294443,29.731268,22.776253,6.4100394,2.1170468,0.07903981,0.9164448
1462,12.830666,18.51577,29.529705,22.196136,7.596292,2.4588773,0.1211091,1.2491603
1463,11.699772,17.346634,28.393139,20.878147,8.879483,2.7868817,0.23558696,1.8202218
1464,12.113144,17.332094,29.026644,21.507063,9.687879,3.1205082,0.30769074,2.1566162
1465,10.097483,15.363955,26.871677,19.484013,11.911127,3.926251,0.48456472,2.8487165
1466,7.8048854,13.029107,24.330763,17.163107,11.159185,3.7042432,0.72288,2.8369746
1467,6.2242517,11.105183,22.380468,15.473183,10.140997,3.2870114,0.8830428,2.6386247
1468,5.363317,10.022357,21.45604,14.533691,9.821814,3.1468453,0.9872146,2.602819
1469,2.581049,6.7861986,18.37798,11.6461,11.267526,3.7586446,1.1962695,3.0801873
1470,0.5763146,5.3411074,16.92275,9.721009,10.710627,3.7367098,0.97594726,3.0506988
1471,4.2009807,10.162582,21.904522,13.586652,7.9433837,2.3040285,0.8511441,2.1257014
1472,3.618112,10.139056,21.963963,13.064661,8.205681,2.424787,0.8413659,2.3114452
1473,4.3738775,11.5232315,23.431334,13.829504,3.417866,0.98762906,0.6601257,0.9673713
1474,12.645745,15.471263,21.271387,18.317247,11.98722,2.7073083,0.26689208,2.4572208
1475,12.43145,15.66989,21.92483,18.557997,12.930653,2.7460668,0.2407248,2.4703593
1476,11.515053,15.268884,22.064798,18.198797,14.484008,2.989558,0.23251362,2.5098534
1477,11.525057,16.184475,23.846268,19.089233,13.614243,2.826931,0.22097102,2.432317
1478,12.227694,17.319069,25.389133,20.272404,11.67752,2.5417998,0.18021019,2.178787
1479,11.448931,16.661196,24.920134,19.585571,11.6536255,2.377665,0.11464064,1.9925026
1480,9.286167,14.625522,23.19577,17.463276,16.703093,2.9529827,0.115640774,2.44198
1481,9.03237,14.457882,23.61954,17.328876,14.612146,2.7455103,0.16619755,2.3853188
1482,11.245639,16.679873,26.280504,19.664745,11.324329,2.266213,0.15575697,2.0596726
1483,11.333138,16.797035,26.41232,19.852627,10.82976,2.139306,0.15882754,1.9499551
1484,10.670268,16.320267,26.016617,19.424486,11.522718,2.2881696,0.18487297,2.0471442
1485,11.8190975,17.884832,27.862112,21.000679,7.6628,1.5732052,0.11546401,1.4232838
1486,12.394627,19.045095,28.885277,21.90787,5.728614,1.1978847,0.07320792,1.0839343
1487,13.292842,19.638388,30.287558,22.99937,5.951309,1.6848499,0.13784528,1.2722163
1488,13.154276,19.154804,29.94289,22.761831,6.988693,2.178323,0.1801019,1.3258122
1489,13.363244,18.944256,30.207123,22.872059,8.058781,2.529885,0.19858202,1.6501751
1490,12.625576,17.95011,29.578886,22.070555,9.821549,3.10735,0.30587846,2.2024763
1491,11.310278,16.487228,28.27482,20.731781,11.317858,3.5737095,0.35278827,2.4087076
1492,9.454011,14.653481,26.32062,18.849041,12.359908,4.1187778,0.47389743,2.9752147
1493,8.3207035,13.240618,24.907297,17.595781,11.986801,3.7440338,0.6996149,3.1066682
1494,7.06932,11.859511,23.38305,16.256762,9.988874,2.9036162,0.7286287,2.5700164
1495,4.14167,9.066871,20.579304,13.323576,10.329042,3.142886,0.920805,2.7598505
1496,2.549987,7.736065,19.241358,11.779024,11.551002,3.6973433,1.0354487,3.1138742
1497,1.4365041,7.0709577,18.624678,10.732873,10.31298,3.6318974,1.0502865,2.846521
1498,4.5663877,10.836983,22.613,13.991887,5.45718,1.5986928,0.7216657,1.448094
1499,13.325666,15.641958,20.865091,18.469444,10.928999,2.517401,0.22847818,2.2979863
1500,11.58897,14.454787,20.426233,17.332838,13.000504,2.7415202,0.23916635,2.3461359
1501,11.641884,15.588726,22.968565,18.454298,12.902619,2.738016,0.20487541,2.3287985
1502,11.290209,15.842542,24.071323,18.746458,12.564623,2.6724863,0.19896613,2.2423851
1503,10.913498,15.989093,24.85565,18.938816,12.121601,2.535002,0.16901648,2.096653
1504,11.887722,17.212809,26.296946,20.135345,11.131933,2.4153788,0.13918227,1.8049599
1505,9.762381,15.248959,24.835804,18.167105,13.121012,2.7211475,0.11725128,1.9533477
1506,9.790605,15.325708,25.007998,18.222797,14.693479,2.5797303,0.116938226,2.1273348
1507,10.003695,15.606691,25.646458,18.524591,11.349086,2.1895814,0.15483478,1.9531621
1508,10.388251,16.08184,26.502352,19.020517,11.262088,2.1982102,0.20680748,1.9572188
1509,9.866884,15.699712,25.982986,18.645708,11.551222,2.2261558,0.19198042,1.9296391
1510,10.587259,16.819637,26.836193,19.562267,9.772694,1.9012135,0.14355405,1.7474415
1511,11.666867,18.247797,28.177366,20.878756,6.750923,1.3568302,0.10349923,1.2723882
1512,14.158437,20.422485,31.044481,23.772196,5.4188294,1.4116051,0.1016787,1.1758332
1513,13.880263,19.776558,30.686579,23.44187,7.2286444,2.102222,0.17500369,1.6439503
1514,12.773727,18.564499,29.552744,22.345444,8.500964,2.5585666,0.23501344,1.9576424
1515,12.815954,18.307076,29.744642,22.347383,9.613593,2.9256105,0.28622428,2.2506647
1516,11.961883,17.153452,29.102571,21.588457,11.459497,3.5636635,0.33890694,2.6492448
1517,10.241377,15.391326,27.277166,19.737032,14.011737,4.3687887,0.4270869,2.929222
1518,8.787306,13.765002,25.614996,18.085674,14.354912,4.5784035,0.55670565,3.105952
